,DEPTH_M,DIAMETER_MM,LENGTH_M,JOB_COST,JOB_TYPE_Replace,MATERIAL_CI,MATERIAL_ST
1758,2.11,125,21.81,8244.118293000001,1,0,0
1759,1.85,63,10.85,2476.276088,1,1,0
1760,1.58,90,16.41,4348.797546,1,1,0
1761,3.33,315,17.43,27157.945989999997,1,0,0
1762,1.58,315,30.58,16930.8654,1,1,0
1763,1.96,125,29.83,8551.700271,1,1,0
1764,2.51,90,21.18,8331.118972,1,0,1
1765,2.02,90,35.69,7717.436589,1,0,0
1766,4.72,125,13.04,17967.52597,1,1,0
1767,2.15,63,23.85,5231.2276600000005,1,0,0
1768,2.08,250,10.46,11946.82164,1,1,0
1769,2.77,63,30.36,6097.635614,1,0,0
1770,2.65,63,23.87,6685.393331,1,0,0
1771,3.64,125,19.75,14103.817,1,0,0
1772,3.52,90,13.91,9396.261277,1,1,0
1773,3.52,90,21.19,9588.849696,1,0,0
1774,4.56,50,17.59,7654.227784999999,1,0,0
1775,1.56,90,35.5,6600.539411,1,0,0
1776,1.7,315,24.18,16278.68749,1,1,0
1777,3.35,50,14.93,5811.191661,1,0,1
1778,2.66,90,35.41,8552.346088,1,0,0
1779,3.83,90,39.62,17310.67935,1,0,1
1780,3.23,63,24.73,7495.402681999999,1,0,1
1781,2.28,200,13.58,15579.74654,1,0,0
1782,2.88,125,13.57,10897.61841,1,0,0
1783,2.99,63,22.98,6657.441625,1,0,1
1784,2.34,50,14.47,3447.750054,1,0,1
1785,2.43,315,46.31,36969.89124,1,0,0
1786,2.97,125,21.32,12646.1526,1,0,1
1787,4.13,125,16.8,16636.21833,1,0,0
1788,2.38,200,25.38,15086.88858,1,0,0
1789,3.44,90,31.51,9659.340924,1,0,1
1790,1.91,90,18.66,4991.156113,1,1,0
1791,2.15,200,28.23,15952.571880000001,1,0,0
1792,1.52,200,41.63,12271.77008,1,0,1
1793,3.88,125,36.72,23157.18055,1,1,0
1794,1.53,200,26.62,11218.35861,1,0,0
1795,3.02,90,20.33,7243.061137999999,1,0,0
1796,4.22,50,23.48,7391.2576659999995,1,0,0
1797,2.35,63,35.85,5918.15414,1,1,0
1798,2.52,450,13.73,30519.7709,1,0,0
1799,2.93,63,24.34,6105.527494,1,0,0
1800,1.96,125,30.89,10404.40579,1,0,0
1801,3.22,125,27.74,13271.3875,1,0,0
1802,3.26,250,34.63,29497.81314,1,1,0
1803,3.31,90,31.83,10266.54054,1,0,0
1804,4.37,63,38.55,11780.49096,1,0,1
1805,2.84,63,20.39,5289.511628,1,0,1
1806,2.56,63,17.14,4662.044304999999,1,1,0
1807,2.5,125,22.66,9558.814713,1,0,1
1808,3.95,250,16.63,28773.103280000003,1,0,0
1809,3.43,90,16.2,7989.625470999999,1,0,0
1810,3.8,125,17.18,13244.5131,1,0,0
1811,3.06,125,23.81,15177.567009999999,1,0,0
1812,2.09,90,25.24,6332.7687399999995,1,0,0
1813,3.36,125,31.57,16867.26796,1,0,0
1814,1.84,200,28.71,13233.82001,1,1,0
1815,1.11,125,44.57,7073.909199,1,0,0
1816,3.07,90,31.28,12059.1699,1,0,0
1817,2.32,63,13.53,4147.06704,1,1,0
1818,1.75,50,16.47,3356.910667,1,1,0
1819,3.5,200,12.45,18610.68836,1,1,0
1820,2.72,90,14.63,5800.069377000001,1,0,1
1821,1.98,90,32.34,6680.327244,1,0,1
1822,2.07,125,21.59,8723.610085,1,1,0
1823,2.91,63,19.35,6159.866540999999,1,1,0
1824,3.31,50,10.15,3300.220308,1,0,1
1825,3.14,200,31.54,26522.235080000002,1,0,0
1826,1.96,200,21.67,13051.32559,1,0,1
1827,2.05,90,32.56,7173.356395000001,1,0,0
1828,2.53,250,40.78,28420.996310000002,1,0,1
1829,3.98,63,31.92,10305.95955,1,1,0
1830,1.75,250,21.7,16773.95388,1,0,0
1831,1.65,50,38.57,3382.272942,1,0,0
1832,2.9,250,15.13,19496.712030000002,1,0,0
1833,3.43,250,10.11,19115.1108,1,0,1
1834,1.6,90,28.94,5852.404151,1,0,1
1835,3.82,63,34.74,11641.67456,1,0,0
1836,2.39,90,32.63,7828.780605,1,1,0
1837,2.72,63,22.91,5585.659627,1,0,0
1838,3.12,125,24.13,13696.4376,1,1,0
1839,3.91,200,15.43,19032.23096,1,0,0
1840,2.96,63,11.34,4306.345929,1,0,0
1841,4.04,125,34.06,19498.6519,1,0,0
1842,2.27,250,27.86,21533.277019999998,1,1,0
1843,1.47,250,20.69,11968.62776,1,0,0
1844,2.14,50,32.8,3725.0099560000003,1,0,1
1845,2.07,125,11.33,5678.789793999999,1,0,0
1846,2.27,50,19.69,3607.7562299999995,1,0,1
1847,4.31,90,46.03,18283.892209999998,1,0,1
1848,3.09,90,32.19,11885.888640000001,1,0,1
1849,2.7,200,28.74,20828.41346,1,0,0
1850,1.67,200,13.93,10728.685140000001,1,0,0
1851,2.05,90,17.45,5448.562198,1,1,0
1852,2.16,63,30.62,5289.136546,1,0,0
1853,3.15,250,25.48,33789.3721,1,0,0
1854,2.98,90,31.22,11398.919109999999,1,0,0
1855,1.78,250,17.55,15198.03537,1,1,0
1856,3.21,90,27.84,12085.886859999999,1,0,1
1857,2.09,90,26.79,7135.20122,1,1,0
1858,2.29,200,34.53,16819.041540000002,1,0,1
1859,2.49,90,37.39,9028.242383,1,0,1
1860,3.16,315,24.73,34393.96789,1,0,1
1861,4.61,125,22.9,15210.830730000001,1,0,0
1862,2.49,200,10.72,12440.168020000001,1,0,0
1863,3.18,125,25.56,14843.79019,1,0,0
1864,2.51,63,17.36,3854.915733,1,0,0
1865,2.87,50,31.34,5341.872789,1,1,0
1866,1.1,125,38.86,5834.501515999999,1,1,0
1867,1.37,450,13.21,16748.81471,1,0,1
1868,4.47,125,23.11,16797.39928,1,0,0
1869,3.35,125,20.13,14253.492230000002,1,0,0
1870,3.83,63,15.33,6580.480541,1,1,0
1871,1.85,315,23.75,19300.14051,1,0,0
1872,3.97,200,45.84,35813.070660000005,1,0,0
1873,4.5,200,14.46,21711.146,1,0,0
1874,2.2,63,12.49,3460.785393,1,1,0
1875,4.24,200,21.32,32437.55656,1,0,0
1876,1.82,63,15.4,3183.736592,1,0,0
1877,3.39,90,16.16,10554.26317,1,0,0
1878,1.56,63,25.96,3984.3118259999997,1,0,0
1879,2.96,125,16.39,12344.70982,1,1,0
1880,2.59,450,22.8,37894.99592,1,1,0
1881,1.9,63,21.24,4029.5961450000004,1,0,0
1882,3.39,63,27.63,9544.146278,1,0,1
1883,1.1,63,16.87,2010.193347,1,0,0
1884,1.84,63,16.69,2912.8957149999997,1,1,0
1885,2.97,63,23.33,5441.416503,1,0,0
1886,3.27,90,34.5,12528.84509,1,1,0
1887,1.55,90,35.44,6026.158178,1,1,0
1888,3.13,63,15.7,6099.869632,1,1,0
1889,1.39,63,18.61,2986.3036829999996,1,1,0
1890,2.33,250,27.26,23414.5655,1,1,0
1891,2.16,125,19.96,8830.460159999999,1,0,0
1892,4.09,125,22.0,15335.107730000002,1,0,0
1893,2.41,200,24.64,17361.14031,1,0,1
1894,1.9,63,32.46,4496.28278,1,0,0
1895,2.29,125,21.42,10855.57349,1,0,1
1896,2.03,125,15.58,8592.00272,1,1,0
1897,1.65,50,15.16,2228.572289,1,0,0
1898,2.07,63,32.56,5118.089940999999,1,0,1
1899,2.9,90,42.62,10467.063740000001,1,0,0
1900,1.15,63,33.95,3207.012374,1,1,0
1901,2.56,200,26.44,17727.26115,1,1,0
1902,1.9,450,42.94,41292.11243,1,1,0
1903,2.59,125,22.83,12085.32101,1,0,0
1904,2.28,90,29.12,8130.923279000001,1,0,0
1905,2.1,250,41.62,24297.787630000003,1,1,0
1906,1.73,90,28.45,5574.257,1,1,0
1907,1.96,125,15.5,7804.29769,1,0,1
1908,2.78,90,34.51,8174.53387,1,0,1
1909,2.4,90,40.46,10403.34967,1,0,0
1910,2.81,200,46.46,26810.33504,1,0,0
1911,2.45,200,14.61,15123.68667,1,0,0
1912,2.67,63,19.31,6723.175043000001,1,0,0
1913,2.04,90,29.92,6965.776445,1,1,0
1914,2.89,90,22.77,8744.623173,1,0,0
1915,2.06,90,22.04,5795.717025999999,1,1,0
1916,2.67,250,34.87,25844.961209999998,1,0,0
1917,2.73,63,11.61,4821.057235,1,1,0
1918,2.19,63,33.81,6141.995605,1,1,0
1919,2.72,200,20.92,17005.23098,1,1,0
1920,2.1,63,30.25,4549.082251,1,1,0
1921,2.89,90,14.27,5939.796529,1,0,0
1922,3.76,125,11.29,9832.830119,1,0,0
1923,1.16,315,26.42,11972.252690000001,1,0,0
1924,1.78,200,32.47,17271.969380000002,1,0,0
1925,2.14,90,31.51,7846.20551,1,0,1
1926,4.2,90,38.8,18449.54221,1,1,0
1927,3.48,90,33.31,14049.82635,1,1,0
1928,1.49,90,23.24,4094.6412479999995,1,1,0
1929,2.28,125,13.45,6848.044173,1,0,0
1930,1.94,200,32.7,13799.479630000002,1,0,0
1931,1.83,63,19.93,4370.419362,1,0,0
1932,2.34,63,20.47,5009.0181600000005,1,0,0
1933,1.87,250,11.74,11916.32308,1,0,0
1934,2.19,125,42.01,12773.75936,1,1,0
1935,1.66,250,24.59,13188.54565,1,0,0
1936,2.01,90,38.61,7668.676885,1,0,1
1937,2.61,63,17.66,4771.618401,1,0,1
1938,1.93,50,35.09,4032.2179079999996,1,0,1
1939,3.66,50,34.16,6375.633995,1,1,0
1940,3.02,63,21.88,7721.67645,1,0,0
1941,2.15,200,39.28,21650.387280000003,1,0,1
1942,4.05,63,38.3,9740.980106,1,1,0
1943,2.84,90,25.23,9938.528279,1,0,1
1944,1.91,315,15.08,15136.04451,1,1,0
1945,2.64,315,46.8,36757.96561,1,1,0
1946,2.48,250,15.05,17839.92526,1,1,0
1947,1.88,63,40.91,5714.337561,1,0,1
1948,2.17,250,27.05,23848.98876,1,0,0
1949,1.71,63,32.88,3979.168408,1,1,0
1950,3.17,50,29.42,6375.653457,1,1,0
1951,3.6,90,30.1,7999.362932999999,1,1,0
1952,3.73,90,32.13,14185.03305,1,0,0
1953,1.15,250,38.11,9820.603732,1,0,1
1954,1.99,200,34.76,18558.50774,1,0,0
1955,1.44,125,16.17,5557.173802,1,1,0
1956,3.08,125,40.79,15127.16687,1,0,1
1957,3.94,200,20.61,28098.1797,1,0,0
1958,2.47,90,19.21,6656.5350229999995,1,0,1
1959,2.71,125,46.18,18038.88112,1,0,1
1960,3.54,90,26.62,12154.51545,1,0,1
1961,3.9,125,32.15,17584.15642,1,0,0
1962,3.37,125,30.76,16502.2642,1,0,1
1963,1.82,63,18.45,3229.7667149999997,1,1,0
1964,4.74,200,31.13,35217.5408,1,0,1
1965,1.38,315,14.82,13703.995469999998,1,1,0
1966,2.05,125,17.73,7168.723251,1,0,0
1967,2.25,125,38.52,12836.62141,1,0,0
1968,3.86,250,23.57,35057.83202,1,0,0
1969,1.57,50,19.68,2747.559548,1,0,1
1970,1.51,50,40.4,4087.052687,1,1,0
1971,2.09,250,39.86,21637.7126,1,0,1
1972,2.69,63,27.73,6813.845563,1,0,0
1973,2.06,63,18.11,4064.961293,1,0,0
1974,1.88,250,23.67,17658.57159,1,0,0
1975,1.85,125,30.79,9699.252005,1,0,0
1976,2.19,200,33.11,14221.44992,1,1,0
1977,3.61,90,45.17,14799.54104,1,0,0
1978,1.6,125,31.16,8211.230423,1,1,0
1979,2.95,50,12.71,4113.731549,1,0,0
1980,4.05,50,16.42,5993.882963,1,0,0
1981,2.95,90,29.3,9530.246001000001,1,0,0
1982,2.59,125,20.91,13109.20355,1,1,0
1983,2.06,200,33.72,17038.90326,1,1,0
1984,1.76,125,30.58,8455.526539,1,0,1
1985,1.93,200,33.72,14892.741530000001,1,0,0
1986,1.52,63,42.41,3923.874519,1,0,0
1987,2.62,90,10.76,6012.976296,1,0,1
1988,1.99,63,9.65,3087.05987,1,0,0
1989,1.8,63,19.78,3047.695185,1,0,0
1990,1.94,90,34.82,6741.968185,1,0,0
1991,3.23,200,37.85,24854.37472,1,0,0
1992,3.27,200,36.64,25147.537790000002,1,0,0
1993,3.14,250,21.6,25073.56552,1,0,1
1994,1.08,450,23.75,17936.12332,1,1,0
1995,2.08,63,41.97,4913.583831,1,0,0
1996,1.37,50,24.1,2662.193563,1,0,0
1997,3.34,315,24.01,40661.01318,1,0,1
1998,2.69,90,23.2,7783.853547,1,1,0
1999,1.75,63,16.31,3618.977134,1,0,0
2000,3.16,90,38.2,13241.71952,1,1,0
2001,2.88,50,17.07,4229.778484,1,0,0
2002,2.91,90,47.8,11144.113959999999,1,1,0
2003,3.85,50,22.19,7025.369032,1,0,1
2004,1.7,125,35.76,8484.062917,1,0,0
2005,2.88,125,26.01,14944.026759999999,1,1,0
2006,1.59,250,23.69,14453.819790000001,1,0,0
2007,1.81,200,16.29,11623.7536,1,0,0
2008,2.33,125,18.98,9021.252109000001,1,1,0
2009,3.28,63,30.27,8105.287434999999,1,0,0
2010,2.65,63,21.15,5828.947578,1,0,0
2011,2.3,125,35.2,11924.93595,1,0,0
2012,1.65,125,26.19,6973.154522,1,0,0
2013,1.78,90,37.79,6834.536139,1,0,0
2014,2.69,200,27.23,17938.27038,1,0,0
2015,3.9,200,19.35,25910.09014,1,1,0
2016,3.09,90,17.05,8482.305584,1,1,0
2017,1.53,63,29.79,3739.8888450000004,1,1,0
2018,2.74,90,41.11,10753.0383,1,0,0
2019,3.05,63,13.26,5581.91461,1,1,0
2020,2.79,315,35.88,36212.364089999995,1,0,0
2021,1.65,63,14.11,2492.050252,1,0,0
2022,3.0,90,33.7,12113.05182,1,1,0
2023,3.07,63,18.91,6404.8092719999995,1,0,1
2024,2.1,200,32.81,15908.727980000001,1,0,1
2025,3.18,90,19.04,9723.566565000001,1,1,0
2026,1.82,90,29.81,7049.453061,1,1,0
2027,2.83,250,29.09,25220.68083,1,0,1
2028,2.02,63,48.95,5887.281758,1,0,1
2029,2.0,200,11.01,9322.695135,1,0,0
2030,3.28,90,16.16,7523.667864,1,0,0
2031,4.05,90,17.13,11235.05707,1,0,0
2032,1.34,90,28.36,4309.0286240000005,1,0,0
2033,2.04,200,41.8,16571.968930000003,1,0,0
2034,2.18,90,10.13,4830.172485,1,0,1
2035,4.19,90,14.83,11049.41232,1,0,1
2036,2.73,200,13.62,13847.903909999999,1,0,0
2037,2.69,200,26.37,20175.91481,1,0,0
2038,4.3,125,18.16,18918.70115,1,0,1
2039,2.83,50,14.26,3791.6612659999996,1,1,0
2040,4.21,315,13.61,37030.73104,1,0,0
2041,2.95,50,46.51,6916.366523000001,1,0,0
2042,2.53,90,19.27,6524.834326,1,0,1
2043,3.56,125,16.67,15306.490769999999,1,0,1
2044,1.59,90,20.3,4716.475461,1,0,1
2045,2.89,63,17.42,5646.293594,1,1,0
2046,2.57,200,33.37,19512.048590000002,1,0,0
2047,4.03,200,40.42,33904.240860000005,1,0,0
2048,2.47,90,33.16,9661.515365000001,1,1,0
2049,2.05,200,36.64,16814.67227,1,0,0
2050,2.44,315,40.5,33122.37942,1,0,0
2051,4.37,90,36.01,14532.68914,1,0,0
2052,2.13,125,19.05,9786.227326999999,1,0,0
2053,3.13,50,18.03,4452.364903,1,1,0
2054,3.43,125,34.56,20531.53628,1,0,0
2055,1.73,90,31.33,5285.801177,1,1,0
2056,2.8,125,29.13,11522.51932,1,0,1
2057,3.1,90,39.72,11691.47908,1,1,0
2058,2.39,63,17.04,4659.511142,1,1,0
2059,3.47,90,22.43,11504.03489,1,0,0
2060,3.16,125,21.66,12216.33046,1,0,0
2061,2.11,125,8.39,5564.431409000001,1,0,1
2062,3.8,63,10.97,5718.007011,1,1,0
2063,2.75,125,12.47,7852.84303,1,0,1
2064,2.92,90,24.0,8940.860925,1,0,0
2065,4.81,315,10.73,34000.98288,1,0,0
2066,2.42,90,23.21,7452.187190000001,1,0,0
2067,1.97,50,41.3,3549.7418780000003,1,0,0
2068,1.88,63,24.1,3758.708934,1,1,0
2069,2.88,63,13.01,4989.538205,1,0,0
2070,3.72,63,21.57,7442.631294,1,0,0
2071,2.88,90,15.74,7931.676331999999,1,0,0
2072,3.85,90,20.39,10839.5899,1,1,0
2073,1.18,250,38.2,12517.91346,1,0,0
2074,2.25,63,34.12,6277.348035,1,0,0
2075,3.71,50,25.18,6211.475963,1,1,0
2076,3.04,200,36.39,25204.7035,1,0,0
2077,1.79,63,19.57,3531.25385,1,0,1
2078,1.65,200,29.11,15174.29145,1,0,0
2079,3.64,63,22.0,7697.537294,1,0,0
2080,1.35,50,21.79,2316.883517,1,0,1
2081,1.93,125,17.11,8883.411198,1,1,0
2082,1.57,125,11.38,4964.06506,1,0,0
2083,1.97,50,37.35,4083.13164,1,0,0
2084,2.48,50,24.8,3958.002561,1,0,0
2085,3.12,90,27.8,10205.63615,1,1,0
2086,2.33,200,33.22,19393.34852,1,0,0
2087,1.58,90,26.34,4845.185993,1,1,0
2088,1.55,90,40.8,4805.741325,1,1,0
2089,4.37,125,47.71,28287.65935,1,0,1
2090,2.28,50,23.64,4752.9487070000005,1,0,1
2091,2.54,250,17.1,22653.824780000003,1,0,0
2092,3.81,250,43.96,41289.24714,1,0,1
2093,2.4,90,17.68,6947.970126,1,0,0
2094,2.24,315,26.05,24842.05459,1,0,0
2095,1.42,63,11.69,2062.846258,1,1,0
2096,2.67,63,45.12,7886.000623999999,1,0,1
2097,2.42,63,19.33,5443.89339,1,0,0
2098,2.56,90,19.57,6861.462639,1,0,0
2099,1.35,90,17.96,3723.541924,1,1,0
2100,2.48,90,23.17,8346.298459,1,1,0
2101,2.71,90,43.04,12538.22856,1,0,1
2102,3.7,125,28.37,18186.32776,1,1,0
2103,2.33,250,23.4,17154.00157,1,0,1
2104,3.58,315,16.47,31226.150060000004,1,0,0
2105,2.91,63,20.75,6248.181178,1,1,0
2106,2.74,125,27.39,12571.72623,1,0,0
2107,3.17,250,43.36,32754.02975,1,1,0
2108,2.3,90,31.51,7333.210198999999,1,0,0
2109,2.54,90,17.43,8018.535883,1,1,0
2110,3.0,50,19.58,4625.433690999999,1,0,1
2111,1.44,90,23.05,4785.967111,1,1,0
2112,3.62,125,36.56,18587.019809999998,1,0,1
2113,2.71,63,18.91,4572.487749,1,1,0
2114,2.39,63,39.74,6489.995247,1,1,0
2115,2.73,90,32.23,10015.22438,1,0,0
2116,3.44,63,40.32,8306.043094,1,0,0
2117,4.61,90,31.07,16390.99494,1,0,0
2118,3.86,250,9.38,22208.76985,1,0,1
2119,2.24,63,32.23,5935.506526,1,0,1
2120,3.02,125,24.06,16614.8916,1,1,0
2121,2.23,250,10.73,12621.6031,1,0,0
2122,3.81,200,25.03,27509.373410000004,1,0,0
2123,1.84,90,17.31,5924.282533,1,0,0
2124,2.89,63,32.05,6974.694642,1,1,0
2125,2.0,90,14.64,5228.622185,1,1,0
2126,2.64,63,23.38,6495.116293,1,0,0
2127,3.48,50,12.6,4856.736324,1,1,0
2128,3.42,90,18.83,10137.48597,1,0,0
2129,2.62,90,42.37,9497.792942,1,0,1
2130,1.69,90,14.86,4010.089604,1,0,0
2131,1.22,90,15.05,3730.7047390000002,1,1,0
2132,2.09,63,14.74,3302.713894,1,1,0
2133,3.51,125,32.74,20075.87255,1,0,1
2134,3.39,125,43.62,17779.149080000003,1,0,0
2135,2.72,200,37.25,23934.80311,1,0,0
2136,2.75,450,14.16,37339.4323,1,0,1
2137,2.98,63,31.03,8327.786812,1,0,0
2138,1.98,250,15.5,15635.659269999998,1,0,1
2139,1.76,125,40.42,10655.107109999999,1,1,0
2140,3.11,125,22.78,13996.29184,1,0,0
2141,2.11,250,33.45,19778.21051,1,0,1
2142,2.96,90,14.17,8556.064933,1,0,1
2143,2.79,200,10.87,13689.986680000002,1,0,0
2144,1.97,315,34.62,27612.41262,1,0,0
2145,4.55,90,13.23,12080.81806,1,0,0
2146,3.23,250,20.81,27474.63835,1,0,1
2147,1.81,200,22.84,12492.22178,1,1,0
2148,1.72,63,17.15,3700.682435,1,1,0
2149,2.36,63,23.79,4704.696311,1,0,0
2150,2.47,250,34.7,26168.4884,1,0,1
2151,2.86,90,27.61,10080.63887,1,1,0
2152,2.3,50,22.03,4035.6130369999996,1,1,0
2153,2.14,250,23.63,16435.25797,1,1,0
2154,2.47,50,42.78,5668.902383,1,0,0
2155,1.97,63,29.57,4608.163956,1,1,0
2156,3.45,200,21.25,25749.49553,1,0,1
2157,2.82,90,12.49,6299.61308,1,0,0
2158,1.85,125,17.53,7387.284192,1,0,1
2159,1.69,250,19.38,15934.813040000001,1,1,0
2160,3.62,250,31.37,30069.299769999998,1,0,0
2161,1.92,200,23.42,13212.402109999999,1,0,0
2162,3.37,200,15.58,18412.806930000002,1,1,0
2163,2.21,200,16.84,12170.47581,1,1,0
2164,3.24,63,25.1,8280.929161,1,0,1
2165,2.81,63,46.82,8620.82153,1,0,1
2166,2.04,200,22.76,13153.761859999999,1,0,0
2167,2.21,315,15.08,17156.9041,1,1,0
2168,3.7,63,39.25,9066.148159999999,1,0,1
2169,1.31,315,16.8,13554.35051,1,0,1
2170,3.21,90,19.7,7753.702684000001,1,0,0
2171,1.36,90,19.39,3966.8990229999995,1,0,0
2172,2.69,125,15.59,9077.850369,1,0,0
2173,1.84,63,11.8,1998.2156309999998,1,1,0
2174,3.18,250,33.64,33462.04376,1,0,1
2175,3.69,90,16.57,10318.5107,1,0,0
2176,2.29,250,17.54,17023.26295,1,1,0
2177,3.08,90,10.62,7435.218043000001,1,0,0
2178,2.72,63,19.56,4849.2343200000005,1,0,0
2179,1.81,200,16.01,12470.6613,1,0,0
2180,2.09,90,40.11,7167.001218,1,0,0
2181,2.7,125,36.25,13597.15326,1,0,1
2182,1.8,315,33.12,24209.71514,1,0,0
2183,1.96,63,39.18,4846.596412,1,1,0
2184,3.57,63,30.47,8889.171986,1,0,0
2185,2.45,200,17.26,15724.972,1,0,1
2186,3.7,63,21.37,7441.429815,1,1,0
2187,3.78,90,15.14,10232.63873,1,0,0
2188,3.06,90,16.45,9434.423544,1,0,0
2189,1.97,125,35.58,9291.344184,1,0,1
2190,4.44,90,14.13,10743.73985,1,0,0
2191,1.85,63,35.96,3949.7070729999996,1,0,0
2192,2.89,90,30.08,8760.838102,1,0,0
2193,1.95,63,27.15,5917.68807,1,0,1
2194,1.17,90,21.08,3648.003154,1,0,0
2195,3.0,50,19.85,5179.959825,1,1,0
2196,3.94,200,29.25,27915.612060000003,1,0,1
2197,4.04,90,19.92,10875.76246,1,1,0
2198,2.03,200,17.56,11322.60757,1,1,0
2199,4.49,200,14.61,28874.5297,1,0,1
2200,3.27,63,18.9,5971.553048,1,0,0
2201,2.24,63,19.14,4252.841963,1,0,0
2202,4.08,63,27.48,9285.692079999999,1,0,1
2203,1.97,63,25.77,3765.544239,1,0,0
2204,2.34,200,25.47,17513.45905,1,0,0
2205,2.3,63,11.31,4062.245332,1,0,0
2206,2.63,125,23.21,11942.555540000001,1,1,0
2207,1.99,125,44.32,12959.96404,1,1,0
2208,3.46,90,35.54,10028.59385,1,1,0
2209,3.95,90,16.36,9379.375552,1,0,0
2210,1.32,125,16.0,5449.937741,1,0,1
2211,2.97,250,12.89,17747.52942,1,0,0
2212,2.87,50,25.14,4807.407385,1,0,0
2213,1.77,90,11.44,4467.552159000001,1,0,0
2215,2.96,200,22.1,19347.52758,1,0,0
2216,3.48,63,21.76,7496.114184999999,1,0,1
2217,3.32,63,21.62,5822.55181,1,0,0
2218,1.43,90,29.92,4531.216799,1,0,0
2219,4.32,125,23.53,21057.42525,1,0,0
2220,2.13,90,22.68,6006.18654,1,0,0
2221,3.5,90,14.27,8526.965461,1,0,0
2222,2.31,50,20.27,4292.980321999999,1,0,0
2223,3.16,125,26.68,12884.92925,1,0,1
2224,2.87,63,15.74,5474.252765,1,0,1
2225,2.52,200,33.94,21553.97638,1,1,0
2226,3.42,63,22.18,6972.926644,1,1,0
2227,2.4,90,19.29,6229.473625,1,0,1
2228,3.3,200,16.5,18426.820219999998,1,0,0
2229,3.1,90,21.97,9746.793670000001,1,1,0
2230,1.43,63,20.69,3054.5495960000003,1,0,0
2231,3.13,90,22.72,9508.928853,1,0,0
2232,1.93,63,26.85,4251.040164,1,0,1
2233,3.52,90,31.56,12535.37612,1,0,0
2234,1.72,63,17.07,3415.2002909999997,1,0,1
2235,2.82,315,20.68,23732.00354,1,0,0
2236,1.62,90,13.8,4834.634948,1,0,0
2237,2.16,90,23.75,7614.190879000001,1,0,0
2238,4.16,63,27.23,9408.82282,1,0,0
2239,3.28,125,22.4,13680.41739,1,0,0
2240,2.35,90,15.16,6756.139037000001,1,0,0
2241,1.33,200,19.46,8936.115543,1,1,0
2242,1.25,90,16.65,3040.939997,1,0,0
2243,2.35,50,27.15,4121.701102,1,0,0
2244,2.44,200,20.94,17430.577380000002,1,1,0
2245,4.51,200,20.47,31326.29254,1,0,0
2246,1.7,63,25.25,3658.898472,1,1,0
2247,3.49,250,37.73,38310.800110000004,1,0,0
2248,1.53,50,19.9,2146.958428,1,1,0
2249,2.18,90,40.08,8100.4357230000005,1,0,0
2250,3.6,315,24.37,41921.140719999996,1,0,0
2251,4.13,63,39.11,10462.53701,1,0,0
2252,2.22,50,21.85,3980.10745,1,1,0
2253,3.89,125,12.55,14058.75075,1,0,0
2254,2.19,63,22.06,4283.0089450000005,1,0,0
2255,1.2,90,9.96,2133.465375,1,1,0
2256,2.61,63,43.2,7246.692812,1,1,0
2257,3.12,90,31.92,12258.79025,1,0,0
2258,3.93,90,35.93,13912.42393,1,0,1
2259,2.24,125,21.36,9237.577714000001,1,1,0
2260,2.84,63,20.92,6117.719847,1,0,0
2261,4.88,50,37.51,9356.064636,1,0,1
2262,2.16,90,27.51,6911.103032999999,1,1,0
2263,1.55,125,28.82,6263.100377000001,1,1,0
2264,3.95,50,14.52,5384.943906,1,0,1
2265,2.39,90,14.37,5515.562982,1,0,0
2266,2.18,200,33.0,17937.01914,1,0,0
2267,2.06,90,34.93,7790.543151000001,1,0,0
2268,3.13,90,27.33,9918.35858,1,0,0
2269,2.42,90,19.62,6999.5489370000005,1,0,1
2270,1.6,50,18.16,2816.1801609999998,1,0,0
2271,2.34,50,11.74,2867.964171,1,0,1
2272,2.43,63,16.59,4232.703015,1,1,0
2273,1.77,90,42.94,7167.662322,1,1,0
2274,3.57,63,21.27,7498.311547,1,1,0
2275,1.81,63,27.92,4177.037142,1,0,1
2276,1.47,63,27.67,3089.858392,1,0,0
2277,3.11,200,19.64,18675.92925,1,0,1
2278,1.92,63,13.84,3633.8969939999997,1,0,1
2279,2.33,125,33.15,10234.28317,1,0,0
2280,3.8,50,36.77,8263.521659999999,1,1,0
2281,3.9,50,17.14,6008.32589,1,0,1
2282,3.42,90,16.01,10840.532490000001,1,0,0
2283,3.01,200,34.37,23962.841519999998,1,1,0
2284,1.55,63,35.17,3601.820321,1,0,0
2285,3.8,63,30.39,10201.09678,1,0,0
2286,3.36,200,30.35,29328.08306,1,1,0
2287,2.2,200,23.68,18402.98059,1,0,1
2288,4.22,200,17.61,26412.89751,1,0,0
2289,2.94,200,21.31,18937.5999,1,1,0
2290,2.64,125,42.58,14127.56412,1,0,0
2291,2.18,125,35.03,12539.84059,1,0,0
2292,1.8,50,16.46,2695.9780149999997,1,0,1
2293,3.01,125,12.11,9115.008071,1,1,0
2294,3.15,50,18.16,4645.216327,1,0,0
2295,3.2,200,18.36,20193.59818,1,0,0
2296,2.06,125,36.02,10101.788209999999,1,1,0
2297,2.88,250,42.43,36062.21233,1,0,0
2298,3.21,90,15.91,8136.532488,1,1,0
2299,3.29,50,35.23,6553.074777000001,1,0,0
2300,1.84,125,20.95,6878.818331999999,1,0,0
2301,3.46,200,31.27,29363.82492,1,1,0
2302,3.55,250,28.45,29181.20343,1,1,0
